1193,2299,2811,2625,2014,1231,992,1710,1738,1239,925,441
1395,2124,2239,2401,2192,1374,901,1428,1549,1329,882,357
1120,1538,1651,1667,1560,759,884,1701,1897,1708,1181,466
1401,1911,1891,1859,1808,1102,807,1227,1457,1379,1020,454
1505,2362,2405,2639,2284,1372,975,1253,1567,1454,1047,325
1716,2821,3332,3390,2685,1272,851,1745,1717,1321,1045,446
1583,2519,3079,3110,2551,1696,885,1173,1159,1003,850,377
1430,2361,2705,2523,2211,1560,1247,1674,1755,1468,1038,350
1145,2384,3069,3176,2764,1902,1862,2590,2768,2534,1760,528
1708,2291,2302,1856,1211,798,1272,2206,2302,1838,1201,466
1540,2141,2089,2156,2121,1232,552,901,1027,800,478,221
1740,2262,2570,2424,1636,1238,1572,2461,2536,2212,1505,410
1497,2025,2377,2220,2003,1456,1181,1816,1952,1625,1024,274
1462,1955,2344,2510,2098,1333,1322,2123,2238,1752,1105,334
1404,1998,2246,2604,2498,1754,1531,2466,2730,2516,1978,1015
1769,2275,2404,2587,2374,2215,2340,2808,2967,2829,2413,1592
1521,2374,3056,3244,2964,2023,1623,2571,2715,2353,1702,1011
2033,2966,3325,3596,3658,2276,1389,2217,2489,2152,1408,508
2067,3282,3650,3755,3323,1873,957,968,832,781,627,330
1610,1979,2016,2373,2735,2289,1543,1786,1667,1378,997,552
1821,2890,3338,3168,2873,1752,1030,1513,1624,1384,979,605
1482,1299,888,1146,2060,1762,1178,1428,1478,1191,952,698
1852,2281,2334,2208,1713,1202,896,1481,1608,1227,961,736
1526,1424,1094,1357,1650,1484,1181,985,897,921,749,616
1009,1109,1428,1566,1664,2222,1791,1390,1157,1201,989,775
1583,1897,1971,2104,1846,1334,1035,1104,921,733,614,426
1883,2185,2187,2390,2517,2181,1630,1411,1266,1113,758,433
2023,2546,2759,2513,2351,2359,1775,1562,1306,1104,868,696
1591,1730,1853,1781,1818,2341,2298,1810,1709,1554,1247,898
1656,1262,1019,1158,1716,2671,2974,2947,2920,2693,2221,1638
1554,1349,1074,922,1001,1223,1083,1260,1449,1180,843,677
1304,1902,1763,2085,2611,2845,2296,1582,1249,1116,891,826
1972,2204,2042,1971,2134,2619,2238,1418,1037,980,718,524
1334,2117,2355,2406,2101,2254,1779,1387,1465,1468,1278,876
1299,1373,1304,1560,2098,2432,2624,2626,2527,2088,1448,881
1088,1979,2363,2531,2857,3201,2816,2587,2447,2161,1703,1032
821,1791,2187,1895,1965,2374,2647,2340,2045,1875,1266,731
653,1530,2056,2524,3075,3265,2999,2494,2382,2384,2050,1558
679,1787,2541,2972,2826,2043,1500,897,1017,1112,932,918
692,1340,2119,2848,3178,3154,2605,2218,1966,1642,1150,694
603,1258,2105,2890,2978,3014,2293,1697,1599,1462,1201,680
882,2115,2858,3354,3728,3814,2998,1980,1283,1007,1055,704
600,1401,2030,2369,2537,2572,2006,1381,956,938,795,511
951,1438,1938,2528,3072,2996,2520,2301,1838,1584,1230,817
732,884,1595,2373,2415,2064,1704,1167,954,947,969,810
658,899,1458,2071,2442,2434,2251,2079,1950,1673,1324,955
1234,1518,2260,3175,3758,4004,3651,3094,2905,2728,2227,1634
775,1315,2159,2804,3039,3338,2889,2217,2098,1958,1579,1186
1106,1821,2828,4035,4553,4395,3816,3202,2593,2199,1685,1105
821,1166,1612,2197,2576,2733,2326,1871,1572,1368,1005,520
786,1083,1508,1817,2029,2302,2157,1992,1666,1304,931,675
1156,1557,2196,2798,2792,2815,2390,1594,1061,804,541,342
1137,1748,2663,3505,3488,3165,2618,1577,1091,933,805,566
1135,1366,1860,2303,2599,2883,3002,2811,2570,2247,1726,1108
1069,1224,1873,3151,3968,4391,4316,3754,3199,2886,2288,1355
808,1426,2224,2643,2978,3241,3258,2835,2459,2247,1889,1222
1023,1574,2601,3416,3306,3148,2754,2185,1694,1606,1365,945
864,1475,2068,2433,2743,3049,2737,2310,1876,1544,1233,827
705,1631,2178,2340,2003,2383,2550,2448,2325,2099,1760,1111
930,1504,1655,1484,2086,3529,4380,4237,3794,3266,2392,1290
1112,1932,1974,1932,2145,2476,2637,2605,2699,2658,2325,1469
647,1179,1155,1119,1230,2167,2205,1660,1456,1382,1169,740
778,1856,2225,2219,1886,1545,1430,1201,978,762,627,408
741,1204,1278,1328,1506,2038,2056,1899,1598,1221,878,543
652,1415,1462,1525,1596,1704,1385,1010,856,562,345,285
741,1643,1992,2213,2466,2634,2408,1984,1564,1229,889,542
699,1013,846,757,1365,2635,2781,2336,2133,1897,1514,859
1021,1548,1035,722,1426,3196,3662,3077,2610,2485,1813,932
1372,1945,1826,1833,2359,3917,4402,3693,3219,3178,2666,1612
1104,1913,2183,2746,3509,4227,4105,3139,2701,2570,2330,1489
1403,2586,2631,2534,2695,3829,4081,3328,3054,2834,2193,1419
1337,2746,3330,3923,4350,4838,4453,3702,3316,3062,2321,1501
1274,1938,1304,1188,2129,3339,3365,2703,2525,2258,1593,948
1689,2521,2489,2770,3464,3585,3220,3018,2903,2462,1923,1225
1416,1748,1287,1362,2190,3321,3284,2617,2278,2115,1702,998
1396,2220,2532,2735,2769,2808,2641,2272,2223,1933,1348,744
