1409,2125,2839,3297,4271,4963,5205,5442,6099,5474,4985,5864,6063,5753,5329,5104,5426,4869,3987,4058,5057,5688,5684,5642,4780,3744
1264,2061,2934,3956,5284,5653,5566,5436,6104,6702,7065,7163,6844,6665,5794,4596,3991,4007,3712,3792,4342,4396,4019,4134,4584,4072
1065,1643,2558,3252,4679,4934,4573,4513,4605,3921,3993,4141,4370,4802,5210,4987,4672,4967,5371,5331,4907,4203,4406,4681,4676,3950
465,832,2192,3305,4619,5241,5483,5271,4968,5236,5667,5818,6391,6627,6767,6858,6473,5801,6173,5985,5317,5091,4686,3816,3167,2524
503,1775,3073,4160,5364,5729,5265,4724,4955,4697,4448,4276,4276,4387,4523,5514,5787,5440,4673,3989,4366,4301,3641,2755,1919,1482
561,1582,2200,2875,3547,3992,4254,4420,3659,3506,3762,3840,4202,4877,5197,4938,4707,4463,4248,4183,4504,4442,4212,3932,3250,2461
794,2263,3200,4245,3948,3597,3868,4036,4123,4245,4253,4529,4695,4609,4161,4337,4378,3993,3363,2862,3113,3484,3469,3052,2467,2260
1783,3589,4801,5117,5924,6354,5968,5549,5289,5301,5875,6204,6222,6243,5894,5534,6039,6000,5418,4896,4784,5217,5067,4783,4052,3203
1206,2133,2575,4587,5545,5428,5550,5491,5351,5261,5680,5607,5232,4492,4028,3288,3614,3823,3740,3618,3794,3830,3909,3748,3719,3157
1662,3256,3861,4155,5327,6098,5813,5874,5912,6421,6398,6143,5757,5392,5495,5252,4914,4938,4588,4795,4479,3916,3731,3512,3273,2374
1424,3358,4599,4340,4170,4090,4157,4628,5153,5310,5606,5975,6299,6060,5427,5588,5281,4745,4705,5053,5304,5657,5507,4832,3796,2556
1450,2887,3428,3932,4162,3990,3691,4025,4414,4752,5240,5663,5875,6212,6552,6426,5807,5350,5337,4372,4020,3951,3363,2954,3043,2550
1229,2561,3116,3478,3823,3981,4373,4378,4535,4416,4764,4747,4538,5085,6026,6191,5594,4274,3660,3579,3927,4170,4357,4396,4014,3147
1922,3932,4603,4707,4757,3869,3795,4040,4496,4670,5113,5086,5761,6047,5828,6040,6121,6248,5404,5345,5479,5081,4968,4952,3999,2469
