717,588,921,1066,987,1362,1314,1418,1402,1113,1804,2051
1692,1422,1302,1635,2329,2858,2211,2144,2153,1965,2322,2111
1541,1459,1840,2247,2483,3029,2869,2867,2790,2740,3609,3295
1289,1217,1446,2128,2640,3105,2550,2188,2250,2306,3423,3221
1274,1244,1742,2332,2878,3521,3053,3117,3196,3016,3891,3644
1565,1344,1387,2143,2611,2896,2386,2269,2243,2244,2855,2457
1804,1536,1487,2140,2727,3305,2754,2552,2425,2526,3512,3264
1269,1200,1498,2077,2377,2725,2288,2741,2980,3010,3817,3470
1550,1114,950,1459,1278,1692,1609,1423,1686,1948,2998,2882
876,861,1616,2321,2436,2525,1645,1980,2090,2097,2763,2685
924,746,1242,1960,2619,3285,2792,2869,2754,2813,3812,3629
1379,1269,1255,1756,2711,3875,3442,3254,3094,3402,4696,4120
1632,1588,1558,1928,2653,3574,3074,3013,2982,3511,5167,4600
1465,1693,1587,1519,1946,2540,1857,1872,2186,2816,4290,4063
1262,1502,1252,1333,1963,2459,1584,1497,2069,2783,4075,3846
1107,1331,1393,1690,2172,2598,2082,2176,2321,2803,3896,3692
1133,1235,1460,1481,1415,1333,1080,1899,2410,2863,3815,3709
1313,1620,1682,2280,3016,3201,2489,2170,1912,1879,2638,2582
984,875,1719,2389,2439,1643,1005,799,656,620,1018,1241
1115,840,1404,1724,1551,1265,856,841,936,880,948,1246
1328,1328,1356,1674,2158,2001,1165,898,1016,1219,1880,2015
1492,1371,1238,1389,1261,1154,760,519,625,537,735,837
1216,1055,1114,1577,1725,1512,1034,1194,1435,1854,2457,2274
987,999,950,1284,2019,2044,1533,821,518,832,1558,1909
996,1171,877,1175,2268,2445,1904,1391,1212,1277,2048,2173
1066,1206,1262,1828,1738,1331,1106,1012,1024,1093,1591,1690
1697,1556,1234,1703,2176,2473,2099,1878,2075,2132,2674,2715
1944,1662,2322,3633,3678,3357,2653,2469,2266,2172,2660,2724
1576,1533,1139,2322,2727,2456,2219,1818,1349,1170,1640,1852
1950,2089,1905,2358,2135,1779,1392,1327,1091,1196,1644,1604
1700,1244,1510,2928,2827,2236,1760,1633,1677,2028,2720,2568
1975,1916,1294,2060,2823,3009,2184,1696,1882,2591,3251,2840
1716,2137,2101,2570,3001,3012,2109,1974,2228,2694,3066,2535
1631,1676,1427,2274,3014,3099,2070,2138,2858,3863,4610,3828
2340,2346,2955,3837,3836,4227,3711,3259,2838,3189,4157,3408
2262,2310,2857,3834,3339,3441,3180,3659,4113,4762,5611,4699
1972,1777,1660,2532,3173,3130,2668,3579,4078,4587,5067,4190
1427,1409,1366,1812,2098,2625,2813,3341,3827,4704,5416,4661
2129,2800,3671,4027,3732,3625,3443,4096,3573,3719,4786,4113
1349,1246,1069,1687,2136,2393,2536,3697,3564,4283,4778,4119
1369,1440,1302,1036,1573,1878,2074,2857,3027,2974,3030,2430
1118,1430,1777,2044,1754,1610,1544,1843,1957,2111,2214,1815
422,578,1656,2717,2598,2304,1555,1406,1663,1741,1970,1903
906,1262,2408,3905,3773,3443,2490,2375,2070,2190,2335,2219
1109,1741,1828,1896,1874,1735,1596,2543,2149,2162,2359,2160
503,516,1046,2068,2059,1963,1663,2123,2588,2957,2921,2349
701,1171,1269,1294,920,843,1403,2390,2661,3251,3631,3116
877,1384,1611,1726,1641,1727,1963,2237,2308,2473,2647,2313
693,898,868,2031,2372,2180,2084,2354,2231,2101,2206,1804
1047,2430,3583,3464,2727,2564,2493,2499,2350,2346,2618,2431
1329,2557,3390,3535,3036,2812,3478,4154,3736,3186,3068,2715
1184,2325,3726,4096,3418,2957,2943,3409,3165,2939,3035,2567
1122,2181,3712,3850,3266,3106,2897,3026,3204,3204,3269,2847
1184,1731,2359,3000,2811,2566,2390,2869,2963,3072,3299,2876
