1609,2878,3834,3014,3684,4563,4905,5488,5328,4470,4211,4282,4933,5523,5910,5934,6160,6484,6792,6797,6213,5539,4942
965,1725,2876,3194,3434,4194,4781,5024,4593,4712,5009,5350,5550,5360,4959,5491,5523,5258,4862,4306,4299,4963,5039
1097,2049,2586,2162,2338,3051,4129,5300,5042,5009,5587,5671,5159,5007,5256,5705,6191,6634,6946,6882,6302,6248,5792
1212,2210,2672,2435,3462,4777,5513,5561,5155,5066,4761,4019,4642,5345,5408,4980,5186,5161,5235,4797,4969,5562,4923
1140,2863,4274,3731,3224,3700,4504,4999,5498,5037,4888,4932,5400,5524,5558,5486,5194,5048,4727,4154,3558,3560,3989
652,1768,2804,2279,3635,4646,5505,5483,4955,4973,5448,5735,5279,4452,4285,4897,5316,5573,5525,4877,4755,5463,5070
1275,3057,4170,3031,2717,3922,5674,6205,5769,5736,6080,5957,6141,6426,6112,5862,5428,5435,5610,5469,5149,5351,5540
1826,3014,3062,2731,4099,5024,5576,5510,5843,6176,5424,4746,4870,4490,3996,3740,4003,4635,5374,5803,5997,5472,4796
1892,3204,3455,2697,3495,4383,5691,5894,6058,5772,5861,5293,5204,5862,6410,6529,6441,5953,5967,5771,5698,5420,4273
1670,3291,3239,3033,4164,5025,5033,5794,5959,4851,4846,5209,6111,7285,7298,6687,6687,6241,5690,4964,5086,5675,5528
860,2530,4134,3418,3944,4619,5352,5933,5245,4730,5175,5782,5744,5527,5695,6522,6951,6706,6518,5891,5731,5207,4618
821,2321,3405,3141,3651,4755,5740,5863,6053,6002,5804,5394,5737,5797,5682,5306,5251,5351,5167,4876,4932,4433,3814
912,2298,3158,2992,4433,5623,7119,7114,5590,5018,5424,5676,6045,6330,6324,6523,6653,6329,5716,5419,5354,5481,5400
1149,2692,4056,4199,4501,5216,5079,5193,5660,5502,4968,4491,5203,5301,4905,4870,4786,5141,5455,5247,4832,4016,3467
1109,2421,3711,3770,3895,4701,5403,6116,6502,6477,5475,5042,5371,5025,4664,5585,5969,6192,6065,5785,5440,4868,4294
1410,3040,3920,3392,3648,4280,3846,4020,4560,4896,4961,4856,5084,5488,5740,5471,5680,6417,7073,6717,5898,4273,2958
1520,2787,2982,3434,3874,4364,4789,4723,5175,5437,6085,7023,7251,7050,5865,5108,5265,5603,5484,5080,4529,4440,3649
1345,2643,4087,3444,3752,4466,4812,5053,5832,6189,6138,6284,6043,5570,5148,5151,5061,4727,4807,4654,3766,3114,2709
1359,2572,4171,4022,3449,4120,4951,4615,4004,4616,4547,4857,4691,4224,4750,4809,5211,5719,5709,5376,5280,4614,3399
1580,2375,3457,3967,3738,4114,4697,4763,5293,5432,5469,5236,5525,5525,5381,5320,5391,5509,5470,5322,4806,3977,3563
1545,3151,3739,4101,4428,4601,5146,5150,5085,5229,5361,5676,5790,5727,5736,5726,5316,5198,5241,5301,5557,5670,5179
1843,3574,4465,3673,2902,3670,4915,5306,5110,4771,4434,4228,5005,5595,6321,5787,5270,5417,5475,4922,4257,4095,4091
2111,2729,3421,4400,4679,5451,5726,5269,5594,5846,5985,6020,6073,5955,5809,6061,6368,6390,6384,6400,6208,5709,4648
2786,4750,4694,3574,3549,4570,5149,5403,5048,5180,4744,5168,4777,4710,4942,5177,5579,6019,6411,6252,5340,4747,4366
1872,3584,4790,4287,3456,3598,4257,4944,5101,5101,5476,5750,5688,5671,5618,5690,5627,5557,5614,5359,5776,5786,4321
1674,3815,4907,4627,4919,5889,6338,6142,5914,5922,5969,6165,6530,6268,5502,5215,5834,6135,6240,5748,4793,4900,4320
1530,3074,4557,4293,4254,5520,6178,5450,4838,4936,4898,5051,5267,4862,4409,4855,4722,4904,5426,5504,4961,4168,3257
959,2326,4419,4628,3651,4131,5110,5427,5324,5394,5422,5535,5599,5547,5361,5824,6429,6540,6099,5342,5563,5439,4794
708,1906,3370,3433,3459,3880,4431,4069,4059,4572,5066,5004,5459,6024,5960,6205,6257,6093,5791,5339,5619,5786,5079
1532,3266,4450,4225,4252,5038,5584,5332,5123,4699,4729,5108,4964,5336,5964,6233,6334,5799,5779,5415,4626,4285,3936
2254,3824,4426,3375,2627,3323,3910,4863,5660,6031,5861,6157,6895,6498,5955,6028,5728,5310,5657,5875,5419,4873,3682
1717,3570,4743,3405,2359,3177,3985,4947,6583,7289,7604,7102,6905,6489,5632,5479,5434,5679,6237,5897,4680,3967,3202
2099,4330,5646,5405,4797,4997,5468,5505,5784,6388,6685,6573,5635,5271,5162,5313,6075,7287,7188,6790,6056,5340,3911
2215,4195,5117,3567,2341,2834,3243,3952,4795,5031,4339,4700,6014,6218,5846,5003,4321,4107,3866,3815,3605,3823,3720
2524,3784,5522,5770,4705,4661,4523,4832,5161,5454,5185,5236,5691,5846,6155,6221,5734,5576,5945,6059,6375,6352,4851
1640,2698,2977,3127,3693,4965,5787,5222,4997,5323,5733,5598,4925,4646,4490,4406,5000,4948,4696,4712,4954,4473,3642
2553,4447,5809,4457,3590,3992,5166,5479,5857,5660,5702,5827,5728,5654,5840,6148,6245,5673,5384,4953,4667,4664,4366
2368,4345,5711,5311,4926,5294,5406,4800,5131,6062,6547,6792,6190,5149,4751,4969,5419,5815,5629,4434,3932,3911,3489
1423,2443,3194,3088,3761,4997,6356,6829,6496,5923,5585,5334,5376,5489,5784,5562,5365,5019,4529,4169,4008,4032,3282
1855,3870,5832,5652,5179,5199,5320,5450,5720,6015,5531,4873,4596,4245,4215,4381,4892,5488,6059,6029,5370,4325,3490
1723,2755,3797,3559,3121,3330,3719,4070,3930,4430,4454,4490,4339,4787,5204,5483,5653,5771,6002,5329,4799,4910,4250
1596,2408,3516,4167,3832,4372,5238,5897,5911,5065,4619,3781,3154,3082,3192,3270,3830,4312,4945,4810,4486,4051,3603
1903,3673,4980,4625,3676,3985,5365,5790,5574,5136,4714,4410,4705,4434,3938,4311,4756,5173,5579,5347,5350,5540,5656
2546,3676,4583,3970,2934,3369,4191,4584,4827,4434,4138,4223,4365,4450,4459,4371,4347,4878,5512,5412,4756,4483,3774
2593,3734,4502,4503,4367,5248,6036,5658,5016,4409,3715,3999,4228,4387,4544,4707,4713,4853,5166,5382,5195,4923,4445
