1679,2518,2425,2156,2568,4714,7066,7275,6252,5023,3372,2737,3850,4543,5575,6227,7339,7611,6404,5614,4764,4053,3793
1900,2067,2047,2082,2542,4039,5680,5972,5191,4441,3820,3917,4290,3917,4125,4576,4980,5989,6242,5987,4799,3313,3023
2187,2707,3199,3117,3282,4731,6264,6672,6624,4974,3821,4518,4425,3713,3675,4224,5249,5617,5035,4843,4630,3600,2650
2141,2570,2251,1630,1859,3763,6273,7064,6489,5385,4357,4676,4921,4649,4536,4321,4831,5730,4905,4340,4367,3040,2227
2419,2893,2788,2408,2290,3698,5568,5630,5812,4740,4170,5309,5374,5472,6440,6797,6303,6227,5680,5491,5188,4844,3438
2668,3174,2792,2604,2866,4512,5956,6589,6533,5435,3912,4093,4739,5330,6317,6272,6191,6033,5510,5335,5323,4534,3375
3043,3923,3757,3341,3617,4629,5112,4391,3844,3519,3806,3869,3944,4372,4387,4161,5141,6033,6149,5803,4927,4401,4107
1590,2741,2925,2704,2881,3571,4114,4442,4124,3670,3103,3297,4646,5506,5327,4757,4635,5108,5006,4411,3861,3290,2724
1074,2743,3974,4286,4582,5948,6906,6944,6536,6030,5225,5407,5503,5489,5519,6138,7436,7147,6042,5747,4783,4249,3939
1230,2553,2880,2974,2879,3362,4948,5475,5471,4942,5023,5391,6049,6009,6388,6721,6519,5707,5419,5734,5067,4392,3773
1108,3106,4257,4368,4325,5635,6476,6233,6199,5154,4563,4503,4541,5275,6050,6233,5488,5051,4992,5160,3726,2785,2779
1229,2954,3761,3986,4157,4404,5301,5779,6255,5903,5254,4577,5281,5516,5988,5752,4710,4440,4670,5193,4148,3829,3809
1020,2359,3575,4046,3892,4325,5279,5525,5173,4404,3736,4281,5787,6258,6907,7198,7228,6978,6629,6420,5228,4631,4128
1721,2244,2611,3936,4484,4624,4792,4042,4149,3032,2899,3443,4473,4809,5788,5394,5430,5132,5053,5267,4466,4018,3560
2179,2638,3080,3872,4713,5287,6331,6857,6503,5817,5156,5230,5463,6130,7097,6934,6003,6007,6059,5873,5169,3954,3536
